eTime;eTimeStart;T1;T2;C1;C2;Depth;DO;LSS;EH;rho1;rho2
10-Aug-2015 16:30:02;10-Aug-2015 16:30:01;0.000185;0.000011;18.050200;16.471600;1.539000;0.000000;-1.759000;998.601800;998.879400;0.000000
10-Aug-2015 16:30:03;10-Aug-2015 16:30:01;0.000186;0.000014;18.045900;16.453100;1.524000;0.000000;-1.759100;998.602500;998.883000;0.000000
10-Aug-2015 16:30:04;10-Aug-2015 16:30:01;0.000199;0.000010;18.042300;16.462700;1.501000;0.000000;-1.759300;998.603100;998.881000;0.000000
10-Aug-2015 16:30:05;10-Aug-2015 16:30:01;0.000201;0.000012;18.040200;16.471600;1.492000;0.000000;-1.759300;998.603500;998.880000;0.000000
10-Aug-2015 16:30:06;10-Aug-2015 16:30:01;0.000196;0.000010;18.038600;16.474500;1.487000;0.000000;-1.759400;998.603700;998.879200;0.000000
10-Aug-2015 16:30:07;10-Aug-2015 16:30:01;0.000197;0.000011;18.037500;16.471500;1.494000;0.000000;-1.759400;998.604000;998.879200;0.000000
10-Aug-2015 16:30:08;10-Aug-2015 16:30:01;0.000196;0.000012;18.037000;16.481400;1.505000;0.000000;-1.759400;998.604100;998.878400;0.000000
10-Aug-2015 16:30:09;10-Aug-2015 16:30:01;0.000190;0.000010;18.036900;16.538400;1.514000;0.000000;-1.759400;998.604200;998.868400;0.000000
10-Aug-2015 16:30:10;10-Aug-2015 16:30:01;0.000190;0.000011;18.037000;16.648600;1.516000;0.000000;-1.759400;998.604200;998.850300;0.000000
10-Aug-2015 16:30:11;10-Aug-2015 16:30:01;0.000188;0.000013;18.037400;16.618700;1.508000;0.000000;-1.759400;998.604000;998.855000;0.000000
10-Aug-2015 16:30:12;10-Aug-2015 16:30:01;0.000185;0.000013;18.037800;16.594000;1.511000;0.000000;-1.759400;998.604000;998.858900;0.000000
10-Aug-2015 16:30:13;10-Aug-2015 16:30:01;0.000185;0.000010;18.037700;16.548700;1.514000;0.000000;-1.759400;998.604000;998.866600;0.000000
10-Aug-2015 16:30:14;10-Aug-2015 16:30:01;0.000190;0.000011;18.036800;16.485300;1.515000;0.000000;-1.759400;998.604200;998.877800;0.000000
10-Aug-2015 16:30:15;10-Aug-2015 16:30:01;0.000191;0.000013;18.035500;16.502000;1.509000;0.000000;-1.759500;998.604400;998.874700;0.000000
10-Aug-2015 16:30:16;10-Aug-2015 16:30:01;0.000198;0.000010;18.034000;16.422100;1.507000;0.000000;-1.759500;998.604700;998.887800;0.000000
10-Aug-2015 16:30:17;10-Aug-2015 16:30:01;0.000200;0.000010;18.033000;16.400600;1.507000;0.000000;-1.759600;998.604900;998.891400;0.000000
10-Aug-2015 16:30:18;10-Aug-2015 16:30:01;0.000200;0.000014;18.032100;16.549800;1.499000;0.000000;-1.759600;998.605000;998.866900;0.000000
10-Aug-2015 16:30:19;10-Aug-2015 16:30:01;0.000199;0.000012;18.031600;16.613100;1.483000;0.000000;-1.759600;998.605000;998.855600;0.000000
10-Aug-2015 16:30:20;10-Aug-2015 16:30:01;0.000193;0.000015;18.031800;16.620000;1.489000;0.000000;-1.759600;998.605000;998.854700;0.000000
10-Aug-2015 16:30:21;10-Aug-2015 16:30:01;0.000189;0.000013;18.032700;16.621400;1.508000;0.000000;-1.759600;998.604900;998.854600;0.000000
10-Aug-2015 16:30:22;10-Aug-2015 16:30:01;0.000184;0.000012;18.034300;16.514200;1.523000;0.000000;-1.759500;998.604700;998.872400;0.000000
10-Aug-2015 16:30:23;10-Aug-2015 16:30:01;0.000187;0.000009;18.035200;16.504700;1.534000;0.000000;-1.759500;998.604600;998.873800;0.000000
10-Aug-2015 16:30:24;10-Aug-2015 16:30:01;0.000185;0.000012;18.034400;16.453400;1.521000;0.000000;-1.759500;998.604600;998.882600;0.000000
10-Aug-2015 16:30:25;10-Aug-2015 16:30:01;0.000197;0.000013;18.032300;16.437700;1.509000;0.000000;-1.759600;998.605000;998.885800;0.000000
10-Aug-2015 16:30:26;10-Aug-2015 16:30:01;0.000201;0.000013;18.030700;16.477700;1.488000;0.000000;-1.759700;998.605200;998.879000;0.000000
10-Aug-2015 16:30:27;10-Aug-2015 16:30:01;0.000199;0.000012;18.029500;16.494700;1.484000;0.000000;-1.759700;998.605400;998.875800;0.000000
10-Aug-2015 16:30:28;10-Aug-2015 16:30:01;0.000198;0.000010;18.029100;16.481800;1.504000;0.000000;-1.759700;998.605600;998.878100;0.000000
10-Aug-2015 16:30:29;10-Aug-2015 16:30:01;0.000195;0.000015;18.029100;16.515200;1.523000;0.000000;-1.759700;998.605700;998.872800;0.000000
10-Aug-2015 16:30:30;10-Aug-2015 16:30:01;0.000192;0.000009;18.029200;16.471800;1.516000;0.000000;-1.759700;998.605600;998.880100;0.000000
10-Aug-2015 16:30:31;10-Aug-2015 16:30:01;0.000192;0.000010;18.029500;16.470100;1.497000;0.000000;-1.759700;998.605400;998.879800;0.000000
10-Aug-2015 16:30:32;10-Aug-2015 16:30:01;0.000193;0.000011;18.029900;16.513600;1.499000;0.000000;-1.759700;998.605400;998.872400;0.000000
10-Aug-2015 16:30:33;10-Aug-2015 16:30:01;0.000188;0.000010;18.030900;16.490700;1.513000;0.000000;-1.759700;998.605300;998.876400;0.000000
10-Aug-2015 16:30:34;10-Aug-2015 16:30:01;0.000187;0.000010;18.031600;16.461300;1.520000;0.000000;-1.759600;998.605100;998.881900;0.000000
10-Aug-2015 16:30:35;10-Aug-2015 16:30:01;0.000189;0.000013;18.031100;16.436300;1.509000;0.000000;-1.759600;998.605200;998.885700;0.000000
10-Aug-2015 16:30:36;10-Aug-2015 16:30:01;0.000199;0.000013;18.029800;16.434200;1.495000;0.000000;-1.759700;998.605400;998.886300;0.000000
10-Aug-2015 16:30:37;10-Aug-2015 16:30:01;0.000199;0.000013;18.029100;16.447300;1.499000;0.000000;-1.759700;998.605500;998.883800;0.000000
10-Aug-2015 16:30:38;10-Aug-2015 16:30:01;0.000201;0.000013;18.029300;16.453600;1.518000;0.000000;-1.759700;998.605600;998.882900;0.000000
10-Aug-2015 16:30:39;10-Aug-2015 16:30:01;0.000191;0.000010;18.030800;16.433800;1.524000;0.000000;-1.759700;998.605300;998.885900;0.000000
10-Aug-2015 16:30:40;10-Aug-2015 16:30:01;0.000189;0.000017;18.032500;16.463300;1.498000;0.000000;-1.759600;998.604900;998.881100;0.000000
10-Aug-2015 16:30:41;10-Aug-2015 16:30:01;0.000194;0.000013;18.032700;16.429700;1.475000;0.000000;-1.759600;998.604800;998.886700;0.000000
10-Aug-2015 16:30:42;10-Aug-2015 16:30:01;0.000198;0.000013;18.032800;16.431200;1.495000;0.000000;-1.759600;998.604900;998.886500;0.000000
10-Aug-2015 16:30:43;10-Aug-2015 16:30:01;0.000193;0.000009;18.033000;16.438200;1.532000;0.000000;-1.759600;998.605000;998.885000;0.000000
10-Aug-2015 16:30:44;10-Aug-2015 16:30:01;0.000190;0.000010;18.032100;16.449700;1.541000;0.000000;-1.759600;998.605200;998.883600;0.000000
10-Aug-2015 16:30:45;10-Aug-2015 16:30:01;0.000197;0.000011;18.030300;16.454400;1.517000;0.000000;-1.759700;998.605400;998.882400;0.000000
10-Aug-2015 16:30:46;10-Aug-2015 16:30:01;0.000195;0.000013;18.028500;16.520000;1.486000;0.000000;-1.759700;998.605600;998.871800;0.000000
10-Aug-2015 16:30:47;10-Aug-2015 16:30:01;0.000199;0.000014;18.026600;16.606100;1.471000;0.000000;-1.759800;998.605900;998.857000;0.000000
10-Aug-2015 16:30:48;10-Aug-2015 16:30:01;0.000198;0.000015;18.026500;16.576000;1.481000;0.000000;-1.759800;998.605900;998.862400;0.000000
10-Aug-2015 16:30:49;10-Aug-2015 16:30:01;0.000193;0.000013;18.029600;16.501300;1.524000;0.000000;-1.759700;998.605600;998.875200;0.000000
10-Aug-2015 16:30:50;10-Aug-2015 16:30:01;0.000188;0.000015;18.033400;16.454600;1.538000;0.000000;-1.759600;998.604900;998.883100;0.000000
10-Aug-2015 16:30:51;10-Aug-2015 16:30:01;0.000185;0.000013;18.034400;16.428100;1.536000;0.000000;-1.759500;998.604700;998.887500;0.000000
10-Aug-2015 16:30:52;10-Aug-2015 16:30:01;0.000190;0.000012;18.031200;16.437600;1.514000;0.000000;-1.759700;998.605200;998.885800;0.000000
10-Aug-2015 16:30:53;10-Aug-2015 16:30:01;0.000195;0.000012;18.026800;16.457900;1.499000;0.000000;-1.759800;998.606000;998.882100;0.000000
10-Aug-2015 16:30:54;10-Aug-2015 16:30:01;0.000202;0.000012;18.023500;16.519300;1.487000;0.000000;-1.759900;998.606500;998.872000;0.000000
10-Aug-2015 16:30:55;10-Aug-2015 16:30:01;0.000201;0.000011;18.021400;16.474700;1.488000;0.000000;-1.760000;998.606900;998.878900;0.000000
10-Aug-2015 16:30:56;10-Aug-2015 16:30:01;0.000198;0.000012;18.020200;16.474400;1.497000;0.000000;-1.760000;998.607200;998.879000;0.000000
10-Aug-2015 16:30:57;10-Aug-2015 16:30:01;0.000196;0.000011;18.019400;16.469000;1.510000;0.000000;-1.760100;998.607400;998.880000;0.000000
10-Aug-2015 16:30:58;10-Aug-2015 16:30:01;0.000193;0.000011;18.019000;16.491100;1.514000;0.000000;-1.760100;998.607500;998.876900;0.000000
10-Aug-2015 16:30:59;10-Aug-2015 16:30:01;0.000193;0.000012;18.018700;16.510200;1.509000;0.000000;-1.760100;998.607500;998.873600;0.000000
10-Aug-2015 16:31:00;10-Aug-2015 16:30:01;0.000190;0.000011;18.018800;16.462300;1.501000;0.000000;-1.760100;998.607400;998.881300;0.000000
10-Aug-2015 16:31:01;10-Aug-2015 16:30:01;0.000190;0.000013;18.019000;16.446700;1.509000;0.000000;-1.760100;998.607500;998.884000;0.000000
10-Aug-2015 16:31:02;10-Aug-2015 16:30:01;0.000188;0.000010;18.019200;16.475500;1.526000;0.000000;-1.760100;998.607500;998.879200;0.000000
10-Aug-2015 16:31:03;10-Aug-2015 16:30:01;0.000191;0.000012;18.018800;16.505100;1.525000;0.000000;-1.760100;998.607600;998.874300;0.000000
10-Aug-2015 16:31:04;10-Aug-2015 16:30:01;0.000196;0.000015;18.017900;16.424600;1.499000;0.000000;-1.760100;998.607600;998.887900;0.000000
10-Aug-2015 16:31:05;10-Aug-2015 16:30:01;0.000201;0.000018;18.017200;16.410200;1.479000;0.000000;-1.760100;998.607700;998.889900;0.000000
10-Aug-2015 16:31:06;10-Aug-2015 16:30:01;0.000198;0.000014;18.017300;16.397400;1.483000;0.000000;-1.760100;998.607600;998.892400;0.000000
10-Aug-2015 16:31:07;10-Aug-2015 16:30:01;0.000193;0.000011;18.017900;16.426500;1.518000;0.000000;-1.760100;998.607700;998.887100;0.000000
10-Aug-2015 16:31:08;10-Aug-2015 16:30:01;0.000192;0.000014;18.018400;16.441200;1.533000;0.000000;-1.760100;998.607700;998.885300;0.000000
10-Aug-2015 16:31:09;10-Aug-2015 16:30:01;0.000192;0.000011;18.018500;16.438100;1.516000;0.000000;-1.760100;998.607600;998.885200;0.000000
10-Aug-2015 16:31:10;10-Aug-2015 16:30:01;0.000195;0.000013;18.018300;16.431800;1.491000;0.000000;-1.760100;998.607500;998.886400;0.000000
10-Aug-2015 16:31:11;10-Aug-2015 16:30:01;0.000198;0.000012;18.018100;16.446500;1.487000;0.000000;-1.760100;998.607500;998.883600;0.000000
10-Aug-2015 16:31:12;10-Aug-2015 16:30:01;0.000193;0.000010;18.018500;16.409900;1.507000;0.000000;-1.760100;998.607500;998.889600;0.000000
10-Aug-2015 16:31:13;10-Aug-2015 16:30:01;0.000192;0.000010;18.019400;16.448300;1.522000;0.000000;-1.760100;998.607400;998.883800;0.000000
10-Aug-2015 16:31:14;10-Aug-2015 16:30:01;0.000189;0.000012;18.019900;16.451400;1.515000;0.000000;-1.760100;998.607300;998.883200;0.000000
10-Aug-2015 16:31:15;10-Aug-2015 16:30:01;0.000196;0.000012;18.019500;16.413100;1.510000;0.000000;-1.760100;998.607400;998.889600;0.000000
10-Aug-2015 16:31:16;10-Aug-2015 16:30:01;0.000200;0.000013;18.019100;16.410900;1.509000;0.000000;-1.760100;998.607500;998.890000;0.000000
10-Aug-2015 16:31:17;10-Aug-2015 16:30:01;0.000200;0.000013;18.019000;16.397000;1.509000;0.000000;-1.760100;998.607500;998.892000;0.000000
10-Aug-2015 16:31:18;10-Aug-2015 16:30:01;0.000198;0.000010;18.019100;16.420600;1.501000;0.000000;-1.760100;998.607400;998.887800;0.000000
10-Aug-2015 16:31:19;10-Aug-2015 16:30:01;0.000195;0.000012;18.019400;16.456400;1.491000;0.000000;-1.760100;998.607300;998.881700;0.000000
10-Aug-2015 16:31:20;10-Aug-2015 16:30:01;0.000193;0.000012;18.020100;16.493900;1.493000;0.000000;-1.760000;998.607200;998.876000;0.000000
10-Aug-2015 16:31:21;10-Aug-2015 16:30:01;0.000188;0.000010;18.022200;16.521200;1.510000;0.000000;-1.760000;998.606900;998.871500;0.000000
10-Aug-2015 16:31:22;10-Aug-2015 16:30:01;0.000189;0.000011;18.022800;16.472700;1.524000;0.000000;-1.760000;998.606800;998.879400;0.000000
10-Aug-2015 16:31:23;10-Aug-2015 16:30:01;0.000189;0.000010;18.023200;16.481700;1.526000;0.000000;-1.759900;998.606700;998.877700;0.000000
10-Aug-2015 16:31:24;10-Aug-2015 16:30:01;0.000196;0.000013;18.022800;16.493600;1.518000;0.000000;-1.760000;998.606800;998.876400;0.000000
10-Aug-2015 16:31:25;10-Aug-2015 16:30:01;0.000199;0.000012;18.022300;16.446800;1.507000;0.000000;-1.760000;998.606800;998.884200;0.000000
10-Aug-2015 16:31:26;10-Aug-2015 16:30:01;0.000201;0.000017;18.022000;16.386100;1.501000;0.000000;-1.760000;998.606900;998.894000;0.000000
10-Aug-2015 16:31:27;10-Aug-2015 16:30:01;0.000201;0.000010;18.022000;16.475700;1.489000;0.000000;-1.760000;998.606800;998.879300;0.000000
10-Aug-2015 16:31:28;10-Aug-2015 16:30:01;0.000197;0.000011;18.022100;16.392500;1.491000;0.000000;-1.760000;998.606800;998.892100;0.000000
10-Aug-2015 16:31:29;10-Aug-2015 16:30:01;0.000195;0.000013;18.022900;16.401700;1.505000;0.000000;-1.759900;998.606700;998.891700;0.000000
10-Aug-2015 16:31:30;10-Aug-2015 16:30:01;0.000191;0.000012;18.023900;16.436500;1.526000;0.000000;-1.759900;998.606600;998.885700;0.000000
10-Aug-2015 16:31:31;10-Aug-2015 16:30:01;0.000188;0.000013;18.024600;16.466200;1.525000;0.000000;-1.759900;998.606500;998.880800;0.000000
10-Aug-2015 16:31:32;10-Aug-2015 16:30:01;0.000190;0.000010;18.024200;16.431800;1.507000;0.000000;-1.759900;998.606500;998.886200;0.000000
10-Aug-2015 16:31:33;10-Aug-2015 16:30:01;0.000196;0.000016;18.023500;16.408500;1.495000;0.000000;-1.759900;998.606500;998.890300;0.000000
10-Aug-2015 16:31:34;10-Aug-2015 16:30:01;0.000199;0.000011;18.023000;16.374800;1.511000;0.000000;-1.759900;998.606700;998.896000;0.000000
10-Aug-2015 16:31:35;10-Aug-2015 16:30:01;0.000197;0.000011;18.022700;16.380300;1.509000;0.000000;-1.760000;998.606800;998.895300;0.000000
10-Aug-2015 16:31:36;10-Aug-2015 16:30:01;0.000195;0.000012;18.022700;16.412000;1.516000;0.000000;-1.760000;998.606800;998.889500;0.000000
10-Aug-2015 16:31:37;10-Aug-2015 16:30:01;0.000192;0.000011;18.022600;16.420700;1.509000;0.000000;-1.760000;998.606800;998.888000;0.000000
10-Aug-2015 16:31:38;10-Aug-2015 16:30:01;0.000191;0.000013;18.022300;16.437400;1.498000;0.000000;-1.760000;998.606800;998.885200;0.000000
10-Aug-2015 16:31:39;10-Aug-2015 16:30:01;0.000197;0.000014;18.021600;16.469200;1.500000;0.000000;-1.760000;998.606900;998.879900;0.000000
10-Aug-2015 16:31:40;10-Aug-2015 16:30:01;0.000199;0.000013;18.021200;16.488300;1.512000;0.000000;-1.760000;998.607100;998.877000;0.000000
10-Aug-2015 16:31:41;10-Aug-2015 16:30:01;0.000196;0.000012;18.020800;16.491000;1.515000;0.000000;-1.760000;998.607100;998.876900;0.000000
10-Aug-2015 16:31:42;10-Aug-2015 16:30:01;0.000193;0.000012;18.020600;16.557400;1.502000;0.000000;-1.760000;998.607100;998.865400;0.000000
10-Aug-2015 16:31:43;10-Aug-2015 16:30:01;0.000190;0.000011;18.020500;16.529500;1.492000;0.000000;-1.760000;998.607100;998.869700;0.000000
10-Aug-2015 16:31:44;10-Aug-2015 16:30:01;0.000185;0.000010;18.020700;16.507400;1.506000;0.000000;-1.760000;998.607100;998.873200;0.000000
10-Aug-2015 16:31:45;10-Aug-2015 16:30:01;0.000188;0.000015;18.020700;16.486500;1.529000;0.000000;-1.760000;998.607200;998.877400;0.000000
10-Aug-2015 16:31:46;10-Aug-2015 16:30:01;0.000197;0.000013;18.019800;16.455500;1.534000;0.000000;-1.760100;998.607400;998.882600;0.000000
10-Aug-2015 16:31:47;10-Aug-2015 16:30:01;0.000199;0.000012;18.018500;16.476500;1.516000;0.000000;-1.760100;998.607600;998.879300;0.000000
10-Aug-2015 16:31:48;10-Aug-2015 16:30:01;0.000200;0.000010;18.017700;16.539500;1.486000;0.000000;-1.760100;998.607600;998.867800;0.000000
10-Aug-2015 16:31:49;10-Aug-2015 16:30:01;0.000198;0.000011;18.017000;16.603600;1.476000;0.000000;-1.760200;998.607700;998.857400;0.000000
10-Aug-2015 16:31:50;10-Aug-2015 16:30:01;0.000197;0.000014;18.016900;16.597900;1.498000;0.000000;-1.760200;998.607800;998.858500;0.000000
10-Aug-2015 16:31:51;10-Aug-2015 16:30:01;0.000194;0.000013;18.017200;16.527800;1.520000;0.000000;-1.760200;998.607800;998.870100;0.000000
10-Aug-2015 16:31:52;10-Aug-2015 16:30:01;0.000193;0.000011;18.017700;16.500100;1.531000;0.000000;-1.760100;998.607800;998.874600;0.000000
10-Aug-2015 16:31:53;10-Aug-2015 16:30:01;0.000190;0.000012;18.017500;16.431300;1.520000;0.000000;-1.760100;998.607800;998.886300;0.000000
10-Aug-2015 16:31:54;10-Aug-2015 16:30:01;0.000188;0.000013;18.016900;16.408500;1.516000;0.000000;-1.760200;998.607800;998.890400;0.000000
10-Aug-2015 16:31:55;10-Aug-2015 16:30:01;0.000193;0.000015;18.016300;16.380500;1.508000;0.000000;-1.760200;998.607900;998.895000;0.000000
10-Aug-2015 16:31:56;10-Aug-2015 16:30:01;0.000195;0.000014;18.015400;16.419400;1.499000;0.000000;-1.760200;998.608100;998.888500;0.000000
10-Aug-2015 16:31:57;10-Aug-2015 16:30:01;0.000197;0.000011;18.014500;16.439600;1.497000;0.000000;-1.760200;998.608200;998.885100;0.000000
10-Aug-2015 16:31:58;10-Aug-2015 16:30:01;0.000196;0.000011;18.014200;16.407000;1.503000;0.000000;-1.760300;998.608300;998.890600;0.000000
10-Aug-2015 16:31:59;10-Aug-2015 16:30:01;0.000190;0.000011;18.014200;16.454200;1.500000;0.000000;-1.760300;998.608300;998.882100;0.000000
10-Aug-2015 16:32:00;10-Aug-2015 16:30:01;0.000189;0.000013;18.014700;16.498900;1.507000;0.000000;-1.760200;998.608200;998.874600;0.000000
10-Aug-2015 16:32:01;10-Aug-2015 16:30:01;0.000187;0.000014;18.015000;16.508800;1.532000;0.000000;-1.760200;998.608300;998.873700;0.000000
10-Aug-2015 16:32:02;10-Aug-2015 16:30:01;0.000192;0.000013;18.014700;16.447700;1.534000;0.000000;-1.760200;998.608300;998.883900;0.000000
10-Aug-2015 16:32:03;10-Aug-2015 16:30:01;0.000196;0.000013;18.013900;16.368200;1.515000;0.000000;-1.760300;998.608400;998.897100;0.000000
10-Aug-2015 16:32:04;10-Aug-2015 16:30:01;0.000201;0.000013;18.012900;16.287100;1.482000;0.000000;-1.760300;998.608400;998.910700;0.000000
10-Aug-2015 16:32:05;10-Aug-2015 16:30:01;0.000198;0.000014;18.012600;16.422800;1.480000;0.000000;-1.760300;998.608500;998.888100;0.000000
10-Aug-2015 16:32:06;10-Aug-2015 16:30:01;0.000193;0.000012;18.013000;16.445900;1.507000;0.000000;-1.760300;998.608600;998.884100;0.000000
10-Aug-2015 16:32:07;10-Aug-2015 16:30:01;0.000193;0.000014;18.013500;16.501100;1.527000;0.000000;-1.760300;998.608600;998.874900;0.000000
10-Aug-2015 16:32:08;10-Aug-2015 16:30:01;0.000191;0.000014;18.013500;16.481800;1.525000;0.000000;-1.760300;998.608500;998.878400;0.000000
10-Aug-2015 16:32:09;10-Aug-2015 16:30:01;0.000192;0.000011;18.013100;16.394200;1.508000;0.000000;-1.760300;998.608500;998.892700;0.000000
10-Aug-2015 16:32:10;10-Aug-2015 16:30:01;0.000194;0.000015;18.012500;16.389800;1.498000;0.000000;-1.760300;998.608600;998.893700;0.000000
10-Aug-2015 16:32:11;10-Aug-2015 16:30:01;0.000191;0.000011;18.012300;16.423900;1.507000;0.000000;-1.760300;998.608700;998.887800;0.000000
10-Aug-2015 16:32:12;10-Aug-2015 16:30:01;0.000189;0.000013;18.012300;16.411800;1.525000;0.000000;-1.760300;998.608800;998.889900;0.000000
10-Aug-2015 16:32:13;10-Aug-2015 16:30:01;0.000192;0.000013;18.011800;16.408900;1.520000;0.000000;-1.760300;998.608800;998.890400;0.000000
10-Aug-2015 16:32:14;10-Aug-2015 16:30:01;0.000195;0.000011;18.010400;16.362500;1.507000;0.000000;-1.760400;998.609000;998.898000;0.000000
10-Aug-2015 16:32:15;10-Aug-2015 16:30:01;0.000200;0.000013;18.008900;16.373400;1.495000;0.000000;-1.760400;998.609300;998.896400;0.000000
10-Aug-2015 16:32:16;10-Aug-2015 16:30:01;0.000200;0.000012;18.007700;16.539000;1.493000;0.000000;-1.760500;998.609500;998.868700;0.000000
10-Aug-2015 16:32:17;10-Aug-2015 16:30:01;0.000194;0.000014;18.007000;16.620200;1.495000;0.000000;-1.760500;998.609600;998.854700;0.000000
10-Aug-2015 16:32:18;10-Aug-2015 16:30:01;0.000189;0.000010;18.006900;16.553900;1.507000;0.000000;-1.760500;998.609700;998.866000;0.000000
10-Aug-2015 16:32:19;10-Aug-2015 16:30:01;0.000188;0.000012;18.006700;16.484300;1.524000;0.000000;-1.760500;998.609800;998.877800;0.000000
10-Aug-2015 16:32:20;10-Aug-2015 16:30:01;0.000191;0.000011;18.005700;16.449100;1.531000;0.000000;-1.760600;998.610000;998.883700;0.000000
10-Aug-2015 16:32:21;10-Aug-2015 16:30:01;0.000195;0.000012;18.004200;16.425900;1.516000;0.000000;-1.760600;998.610200;998.887800;0.000000
10-Aug-2015 16:32:22;10-Aug-2015 16:30:01;0.000199;0.000011;18.002500;16.378800;1.495000;0.000000;-1.760700;998.610400;998.895300;0.000000
10-Aug-2015 16:32:23;10-Aug-2015 16:30:01;0.000198;0.000012;18.001300;16.432900;1.485000;0.000000;-1.760700;998.610600;998.886200;0.000000
10-Aug-2015 16:32:24;10-Aug-2015 16:30:01;0.000197;0.000012;18.000800;16.519100;1.499000;0.000000;-1.760700;998.610800;998.871500;0.000000
10-Aug-2015 16:32:25;10-Aug-2015 16:30:01;0.000191;0.000013;18.001000;16.520900;1.518000;0.000000;-1.760700;998.610800;998.871900;0.000000
10-Aug-2015 16:32:26;10-Aug-2015 16:30:01;0.000186;0.000013;18.002300;16.476900;1.516000;0.000000;-1.760700;998.610600;998.878900;0.000000
10-Aug-2015 16:32:27;10-Aug-2015 16:30:01;0.000187;0.000016;18.002300;16.409600;1.517000;0.000000;-1.760700;998.610600;998.890200;0.000000
10-Aug-2015 16:32:28;10-Aug-2015 16:30:01;0.000187;0.000014;18.001200;16.397300;1.529000;0.000000;-1.760700;998.610800;998.891700;0.000000
10-Aug-2015 16:32:29;10-Aug-2015 16:30:01;0.000194;0.000012;17.999400;16.344300;1.522000;0.000000;-1.760800;998.611100;998.900600;0.000000
10-Aug-2015 16:32:30;10-Aug-2015 16:30:01;0.000200;0.000014;17.997200;16.377600;1.510000;0.000000;-1.760900;998.611500;998.895200;0.000000
10-Aug-2015 16:32:31;10-Aug-2015 16:30:01;0.000201;0.000011;17.995700;16.448400;1.493000;0.000000;-1.760900;998.611700;998.883300;0.000000
10-Aug-2015 16:32:32;10-Aug-2015 16:30:01;0.000202;0.000011;17.994400;16.523300;1.477000;0.000000;-1.761000;998.611900;998.870700;0.000000
10-Aug-2015 16:32:33;10-Aug-2015 16:30:01;0.000198;0.000010;17.993900;16.602100;1.485000;0.000000;-1.761000;998.612000;998.857700;0.000000
10-Aug-2015 16:32:34;10-Aug-2015 16:30:01;0.000191;0.000009;17.996500;16.549100;1.509000;0.000000;-1.760900;998.611600;998.866800;0.000000
10-Aug-2015 16:32:35;10-Aug-2015 16:30:01;0.000183;0.000010;18.003200;16.482100;1.531000;0.000000;-1.760700;998.610500;998.878200;0.000000
10-Aug-2015 16:32:36;10-Aug-2015 16:30:01;0.000184;0.000012;18.006100;16.435200;1.538000;0.000000;-1.760600;998.610000;998.886300;0.000000
10-Aug-2015 16:32:37;10-Aug-2015 16:30:01;0.000188;0.000014;18.002300;16.430500;1.533000;0.000000;-1.760700;998.610600;998.886500;0.000000
10-Aug-2015 16:32:38;10-Aug-2015 16:30:01;0.000194;0.000013;17.998500;16.425200;1.519000;0.000000;-1.760800;998.611300;998.887300;0.000000
10-Aug-2015 16:32:39;10-Aug-2015 16:30:01;0.000200;0.000011;17.996000;16.335800;1.501000;0.000000;-1.760900;998.611700;998.902200;0.000000
10-Aug-2015 16:32:40;10-Aug-2015 16:30:01;0.000203;0.000010;17.994200;16.325000;1.485000;0.000000;-1.761000;998.611900;998.903600;0.000000
10-Aug-2015 16:32:41;10-Aug-2015 16:30:01;0.000202;0.000011;17.993100;16.463500;1.497000;0.000000;-1.761000;998.612200;998.880600;0.000000
10-Aug-2015 16:32:42;10-Aug-2015 16:30:01;0.000199;0.000012;17.992500;16.544700;1.493000;0.000000;-1.761000;998.612300;998.867200;0.000000
10-Aug-2015 16:32:43;10-Aug-2015 16:30:01;0.000191;0.000015;17.994000;16.526900;1.499000;0.000000;-1.761000;998.612000;998.870800;0.000000
10-Aug-2015 16:32:44;10-Aug-2015 16:30:01;0.000185;0.000010;18.000300;16.465200;1.532000;0.000000;-1.760800;998.611000;998.880400;0.000000
10-Aug-2015 16:32:45;10-Aug-2015 16:30:01;0.000182;0.000014;18.004700;16.468600;1.545000;0.000000;-1.760600;998.610200;998.880500;0.000000
10-Aug-2015 16:32:46;10-Aug-2015 16:30:01;0.000186;0.000011;18.002600;16.561800;1.529000;0.000000;-1.760700;998.610600;998.864500;0.000000
10-Aug-2015 16:32:47;10-Aug-2015 16:30:01;0.000197;0.000013;17.997800;16.528600;1.501000;0.000000;-1.760900;998.611300;998.870500;0.000000
10-Aug-2015 16:32:48;10-Aug-2015 16:30:01;0.000201;0.000014;17.995700;16.453600;1.491000;0.000000;-1.760900;998.611700;998.883000;0.000000
10-Aug-2015 16:32:49;10-Aug-2015 16:30:01;0.000199;0.000016;17.994500;16.458600;1.499000;0.000000;-1.761000;998.611900;998.882200;0.000000
10-Aug-2015 16:32:50;10-Aug-2015 16:30:01;0.000197;0.000012;17.993900;16.477800;1.518000;0.000000;-1.761000;998.612100;998.879100;0.000000
10-Aug-2015 16:32:51;10-Aug-2015 16:30:01;0.000193;0.000012;17.993400;16.486000;1.516000;0.000000;-1.761000;998.612200;998.877400;0.000000
10-Aug-2015 16:32:52;10-Aug-2015 16:30:01;0.000199;0.000010;17.992700;16.454600;1.511000;0.000000;-1.761000;998.612300;998.882400;0.000000
10-Aug-2015 16:32:53;10-Aug-2015 16:30:01;0.000196;0.000011;17.992800;16.503500;1.501000;0.000000;-1.761000;998.612300;998.874400;0.000000
